country,year,indicator,value,category
Slovak Republic,2009,Elementary and Secondary Institutions — Public expenditure (% GDP),2.7,expenditure
Slovenia,2009,Elementary and Secondary Institutions — Public expenditure (% GDP),3.6,expenditure
Spain,2009,Elementary and Secondary Institutions — Public expenditure (% GDP),3.1,expenditure
Sweden,2009,Elementary and Secondary Institutions — Public expenditure (% GDP),4.2,expenditure
Switzerland,2009,Elementary and Secondary Institutions — Public expenditure (% GDP),3.8,expenditure
United Kingdom,2009,Elementary and Secondary Institutions — Public expenditure (% GDP),4.5,expenditure
United States,2009,Elementary and Secondary Institutions — Public expenditure (% GDP),3.8,expenditure
Brazil,2009,Elementary and Secondary Institutions — Public expenditure (% GDP),4.3,expenditure
Russia,2009,Elementary and Secondary Institutions — Public expenditure (% GDP),2.3,expenditure
OECD Average,2009,Higher Education Institutions — Public expenditure (% GDP),1.1,expenditure
Australia,2009,Higher Education Institutions — Public expenditure (% GDP),0.7,expenditure
Austria,2009,Higher Education Institutions — Public expenditure (% GDP),1.4,expenditure
Belgium,2009,Higher Education Institutions — Public expenditure (% GDP),1.4,expenditure
Canada,2009,Higher Education Institutions — Public expenditure (% GDP),1.5,expenditure
Chile,2009,Higher Education Institutions — Public expenditure (% GDP),0.3,expenditure
Czech Republic,2009,Higher Education Institutions — Public expenditure (% GDP),1.0,expenditure
Denmark,2009,Higher Education Institutions — Public expenditure (% GDP),1.8,expenditure
Estonia,2009,Higher Education Institutions — Public expenditure (% GDP),1.3,expenditure
Finland,2009,Higher Education Institutions — Public expenditure (% GDP),1.8,expenditure
France,2009,Higher Education Institutions — Public expenditure (% GDP),1.3,expenditure
Germany,2009,Higher Education Institutions — Public expenditure (% GDP),1.1,expenditure
Hungary,2009,Higher Education Institutions — Public expenditure (% GDP),1.0,expenditure
Iceland,2009,Higher Education Institutions — Public expenditure (% GDP),1.2,expenditure
Ireland,2009,Higher Education Institutions — Public expenditure (% GDP),1.4,expenditure
Israel,2009,Higher Education Institutions — Public expenditure (% GDP),1.0,expenditure
Italy,2009,Higher Education Institutions — Public expenditure (% GDP),0.8,expenditure
Japan,2009,Higher Education Institutions — Public expenditure (% GDP),0.5,expenditure
"Korea, Republic of",2009,Higher Education Institutions — Public expenditure (% GDP),0.7,expenditure
Mexico,2009,Higher Education Institutions — Public expenditure (% GDP),1.0,expenditure
Netherlands,2009,Higher Education Institutions — Public expenditure (% GDP),1.2,expenditure
New Zealand,2009,Higher Education Institutions — Public expenditure (% GDP),1.1,expenditure
Norway,2009,Higher Education Institutions — Public expenditure (% GDP),1.3,expenditure
Poland,2009,Higher Education Institutions — Public expenditure (% GDP),1.1,expenditure
Portugal,2009,Higher Education Institutions — Public expenditure (% GDP),1.0,expenditure
Slovak Republic,2009,Higher Education Institutions — Public expenditure (% GDP),0.7,expenditure
Slovenia,2009,Higher Education Institutions — Public expenditure (% GDP),1.1,expenditure
Spain,2009,Higher Education Institutions — Public expenditure (% GDP),1.1,expenditure
Sweden,2009,Higher Education Institutions — Public expenditure (% GDP),1.6,expenditure
Switzerland,2009,Higher Education Institutions — Public expenditure (% GDP),1.4,expenditure
United Kingdom,2009,Higher Education Institutions — Public expenditure (% GDP),0.6,expenditure
United States,2009,Higher Education Institutions — Public expenditure (% GDP),1.1,expenditure
Brazil,2009,Higher Education Institutions — Public expenditure (% GDP),0.8,expenditure
Russia,2009,Higher Education Institutions — Public expenditure (% GDP),1.2,expenditure
OECD Average,2010,All Institutions — Public expenditure (% GDP),5.4,expenditure
Australia,2010,All Institutions — Public expenditure (% GDP),4.6,expenditure
Austria,2010,All Institutions — Public expenditure (% GDP),5.6,expenditure
Belgium,2010,All Institutions — Public expenditure (% GDP),6.4,expenditure
Canada,2010,All Institutions — Public expenditure (% GDP),5.2,expenditure
Chile,2010,All Institutions — Public expenditure (% GDP),4.3,expenditure
Czech Republic,2010,All Institutions — Public expenditure (% GDP),4.1,expenditure
Denmark,2010,All Institutions — Public expenditure (% GDP),7.6,expenditure
Estonia,2010,All Institutions — Public expenditure (% GDP),5.6,expenditure
Finland,2010,All Institutions — Public expenditure (% GDP),6.4,expenditure
France,2010,All Institutions — Public expenditure (% GDP),5.8,expenditure
Hungary,2010,All Institutions — Public expenditure (% GDP),4.6,expenditure
Iceland,2010,All Institutions — Public expenditure (% GDP),7.0,expenditure
Ireland,2010,All Institutions — Public expenditure (% GDP),6.0,expenditure
Israel,2010,All Institutions — Public expenditure (% GDP),5.9,expenditure
Italy,2010,All Institutions — Public expenditure (% GDP),4.3,expenditure
Japan,2010,All Institutions — Public expenditure (% GDP),3.6,expenditure
"Korea, Republic of",2010,All Institutions — Public expenditure (% GDP),4.8,expenditure
Mexico,2010,All Institutions — Public expenditure (% GDP),5.1,expenditure
Netherlands,2010,All Institutions — Public expenditure (% GDP),5.4,expenditure
New Zealand,2010,All Institutions — Public expenditure (% GDP),6.0,expenditure
Norway,2010,All Institutions — Public expenditure (% GDP),7.5,expenditure
Poland,2010,All Institutions — Public expenditure (% GDP),5.0,expenditure
Portugal,2010,All Institutions — Public expenditure (% GDP),5.4,expenditure
Slovak Republic,2010,All Institutions — Public expenditure (% GDP),4.0,expenditure
Slovenia,2010,All Institutions — Public expenditure (% GDP),5.2,expenditure
Spain,2010,All Institutions — Public expenditure (% GDP),4.8,expenditure
Sweden,2010,All Institutions — Public expenditure (% GDP),6.3,expenditure
Switzerland,2010,All Institutions — Public expenditure (% GDP),5.2,expenditure
United Kingdom,2010,All Institutions — Public expenditure (% GDP),5.9,expenditure
United States,2010,All Institutions — Public expenditure (% GDP),5.1,expenditure
Brazil,2010,All Institutions — Public expenditure (% GDP),5.6,expenditure
Russia,2010,All Institutions — Public expenditure (% GDP),4.1,expenditure
OECD Average,2010,Elementary and Secondary Institutions — Public expenditure (% GDP),3.7,expenditure
Australia,2010,Elementary and Secondary Institutions — Public expenditure (% GDP),3.7,expenditure
Austria,2010,Elementary and Secondary Institutions — Public expenditure (% GDP),3.5,expenditure
Belgium,2010,Elementary and Secondary Institutions — Public expenditure (% GDP),4.3,expenditure
Canada,2010,Elementary and Secondary Institutions — Public expenditure (% GDP),3.6,expenditure
Chile,2010,Elementary and Secondary Institutions — Public expenditure (% GDP),2.9,expenditure
Czech Republic,2010,Elementary and Secondary Institutions — Public expenditure (% GDP),2.6,expenditure
Denmark,2010,Elementary and Secondary Institutions — Public expenditure (% GDP),4.7,expenditure
Estonia,2010,Elementary and Secondary Institutions — Public expenditure (% GDP),3.9,expenditure
Finland,2010,Elementary and Secondary Institutions — Public expenditure (% GDP),4.1,expenditure
France,2010,Elementary and Secondary Institutions — Public expenditure (% GDP),3.8,expenditure
Hungary,2010,Elementary and Secondary Institutions — Public expenditure (% GDP),2.8,expenditure
Iceland,2010,Elementary and Secondary Institutions — Public expenditure (% GDP),4.7,expenditure
Ireland,2010,Elementary and Secondary Institutions — Public expenditure (% GDP),4.6,expenditure
Israel,2010,Elementary and Secondary Institutions — Public expenditure (% GDP),4.0,expenditure
Italy,2010,Elementary and Secondary Institutions — Public expenditure (% GDP),3.1,expenditure
Japan,2010,Elementary and Secondary Institutions — Public expenditure (% GDP),2.8,expenditure
"Korea, Republic of",2010,Elementary and Secondary Institutions — Public expenditure (% GDP),3.4,expenditure
Luxembourg,2010,Elementary and Secondary Institutions — Public expenditure (% GDP),3.4,expenditure
Mexico,2010,Elementary and Secondary Institutions — Public expenditure (% GDP),3.4,expenditure
Netherlands,2010,Elementary and Secondary Institutions — Public expenditure (% GDP),3.7,expenditure
New Zealand,2010,Elementary and Secondary Institutions — Public expenditure (% GDP),4.4,expenditure
Norway,2010,Elementary and Secondary Institutions — Public expenditure (% GDP),5.1,expenditure
Poland,2010,Elementary and Secondary Institutions — Public expenditure (% GDP),3.4,expenditure
Portugal,2010,Elementary and Secondary Institutions — Public expenditure (% GDP),3.9,expenditure
Slovak Republic,2010,Elementary and Secondary Institutions — Public expenditure (% GDP),2.8,expenditure
Slovenia,2010,Elementary and Secondary Institutions — Public expenditure (% GDP),3.6,expenditure
Spain,2010,Elementary and Secondary Institutions — Public expenditure (% GDP),3.0,expenditure
Sweden,2010,Elementary and Secondary Institutions — Public expenditure (% GDP),4.0,expenditure
Switzerland,2010,Elementary and Secondary Institutions — Public expenditure (% GDP),3.6,expenditure
Turkey,2010,Elementary and Secondary Institutions — Public expenditure (% GDP),2.5,expenditure
United Kingdom,2010,Elementary and Secondary Institutions — Public expenditure (% GDP),4.8,expenditure
United States,2010,Elementary and Secondary Institutions — Public expenditure (% GDP),3.7,expenditure
Brazil,2010,Elementary and Secondary Institutions — Public expenditure (% GDP),4.3,expenditure
Russia,2010,Elementary and Secondary Institutions — Public expenditure (% GDP),2.0,expenditure
OECD Average,2010,Higher Education Institutions — Public expenditure (% GDP),1.1,expenditure
Australia,2010,Higher Education Institutions — Public expenditure (% GDP),0.8,expenditure
Austria,2010,Higher Education Institutions — Public expenditure (% GDP),1.5,expenditure
Belgium,2010,Higher Education Institutions — Public expenditure (% GDP),1.4,expenditure
Canada,2010,Higher Education Institutions — Public expenditure (% GDP),1.6,expenditure
Chile,2010,Higher Education Institutions — Public expenditure (% GDP),0.8,expenditure
Czech Republic,2010,Higher Education Institutions — Public expenditure (% GDP),1.0,expenditure
Denmark,2010,Higher Education Institutions — Public expenditure (% GDP),1.8,expenditure
Estonia,2010,Higher Education Institutions — Public expenditure (% GDP),1.3,expenditure
Finland,2010,Higher Education Institutions — Public expenditure (% GDP),1.9,expenditure
France,2010,Higher Education Institutions — Public expenditure (% GDP),1.3,expenditure
Hungary,2010,Higher Education Institutions — Public expenditure (% GDP),0.8,expenditure
Iceland,2010,Higher Education Institutions — Public expenditure (% GDP),1.1,expenditure
Ireland,2010,Higher Education Institutions — Public expenditure (% GDP),1.3,expenditure
Israel,2010,Higher Education Institutions — Public expenditure (% GDP),1.0,expenditure
Italy,2010,Higher Education Institutions — Public expenditure (% GDP),0.8,expenditure
Japan,2010,Higher Education Institutions — Public expenditure (% GDP),0.5,expenditure
"Korea, Republic of",2010,Higher Education Institutions — Public expenditure (% GDP),0.7,expenditure
Mexico,2010,Higher Education Institutions — Public expenditure (% GDP),1.0,expenditure
Netherlands,2010,Higher Education Institutions — Public expenditure (% GDP),1.3,expenditure
New Zealand,2010,Higher Education Institutions — Public expenditure (% GDP),1.0,expenditure
Norway,2010,Higher Education Institutions — Public expenditure (% GDP),1.6,expenditure
Poland,2010,Higher Education Institutions — Public expenditure (% GDP),1.0,expenditure
Portugal,2010,Higher Education Institutions — Public expenditure (% GDP),1.0,expenditure
Slovak Republic,2010,Higher Education Institutions — Public expenditure (% GDP),0.7,expenditure
Slovenia,2010,Higher Education Institutions — Public expenditure (% GDP),1.1,expenditure
Spain,2010,Higher Education Institutions — Public expenditure (% GDP),1.1,expenditure
Sweden,2010,Higher Education Institutions — Public expenditure (% GDP),1.6,expenditure
Switzerland,2010,Higher Education Institutions — Public expenditure (% GDP),1.3,expenditure
United Kingdom,2010,Higher Education Institutions — Public expenditure (% GDP),0.7,expenditure
United States,2010,Higher Education Institutions — Public expenditure (% GDP),1.0,expenditure
Brazil,2010,Higher Education Institutions — Public expenditure (% GDP),0.9,expenditure
